UIDClient,UIDStoreLocation,Gender,DateJoined,DaysSinceJoined,MembershipType,MembershipLevel,Age,UVTans,SunlessTans,UpgradeRevenue,RetailRevenue
004560,0010,0,11/21/2010,1441,1,3,22,40,4,5,100.10
004693,0010,1,3/6/2011,1336,1,1,26,121,0,12,6.54
004734,0010,0,12/12/2010,1420,1,2,47,11,0,0,7.93
005092,0010,0,3/12/2011,1330,1,4,35,80,13,72,326.38
005250,0010,0,1/24/2011,1377,1,1,23,25,0,0,26.98
005284,0010,0,1/23/2012,1013,1,2,20,59,2,0,101.42
005916,0010,0,11/12/2010,1450,1,2,25,11,1,0,106.02
005959,0010,0,2/5/2013,634,1,1,18,14,1,0,69.75
005993,0010,0,12/15/2010,1417,1,4,33,119,1,30,66.30
006129,0010,0,4/18/2012,927,1,1,18,2,2,20,21.37
006215,0010,0,6/22/2011,1228,1,2,24,53,5,20,61.36
006237,0010,0,2/13/2011,1357,1,2,21,20,1,0,81.04
006374,0010,0,9/30/2011,1128,1,1,20,9,0,5,26.38
006607,0010,0,5/14/2011,1267,1,1,22,7,0,0,0.55
006701,0010,0,11/28/2011,1069,1,2,24,42,0,0,59.89
006727,0010,0,9/21/2011,1137,1,1,35,19,1,0,11.97
006759,0010,0,9/20/2010,1503,1,2,22,16,0,15,38.91
006782,0010,1,10/3/2012,759,1,1,22,7,0,2,2.39
006845,0010,1,2/14/2013,625,1,2,19,5,0,0,4.79
006872,0010,1,3/17/2010,1690,1,1,50,16,0,5,2.99
006990,0010,0,12/26/2010,1406,1,3,35,12,2,20,16.93
007008,0010,0,4/12/2011,1299,1,4,38,62,0,0,267.16
007192,0010,0,7/2/2010,1583,1,1,26,18,1,2,200.86
007227,0010,0,4/28/2011,1283,1,4,40,95,35,148,165.26
007287,0010,0,2/8/2011,1362,1,1,23,46,0,0,55.93
007328,0010,0,10/30/2012,732,1,1,21,4,0,0,2.39
007646,0010,0,2/18/2013,621,1,1,17,7,0,10,2.79
007709,0010,0,11/28/2010,1434,1,1,19,15,0,0,36.36
007811,0010,0,9/13/2012,779,1,3,19,20,1,15,89.00
007837,0010,0,5/1/2010,1645,1,3,50,55,1,0,22.98
007891,0010,0,5/1/2010,1645,1,2,60,29,0,0,42.93
008124,0010,0,8/26/2010,1528,1,2,24,29,0,2,92.76
008625,0010,0,2/10/2012,995,1,1,20,13,0,10,12.88
008669,0010,0,2/6/2012,999,1,1,21,52,0,19,6.05
008720,0010,0,2/21/2013,618,1,1,22,13,0,40,27.16
008937,0010,0,8/16/2010,1538,1,1,22,56,0,60,46.56
009061,0010,0,1/19/2010,1747,1,1,21,20,2,40,86.70
009201,0010,0,2/12/2013,627,1,1,28,15,0,0,2.39
009287,0010,0,9/27/2010,1496,1,2,24,64,0,68,67.48
009347,0010,0,4/13/2010,1663,1,2,32,122,0,20,114.83
009514,0010,0,1/3/2012,1033,1,1,25,71,0,0,0.55
009541,0010,0,3/12/2013,599,1,1,21,13,1,0,18.37
009653,0010,0,7/21/2010,1564,1,3,45,11,0,0,84.99
009808,0010,0,3/6/2012,970,1,1,44,11,0,0,5.63
009878,0010,0,5/24/2011,1257,1,4,45,7,4,0,74.47
010028,0010,0,4/11/2011,1300,1,1,26,55,1,0,61.35
010155,0010,0,4/1/2012,944,1,2,69,15,0,0,44.99
010162,0010,0,1/19/2011,1382,1,1,45,114,34,558,358.27
010179,0010,0,4/10/2010,1666,1,1,26,5,1,10,1362.86
010205,0010,0,11/22/2010,1440,1,1,18,121,1,23,30.16
010551,0010,0,12/15/2012,686,1,1,46,23,0,5,13.97
010739,0010,0,3/4/2013,607,1,1,20,4,0,0,2.24
010767,0010,0,11/17/2012,714,1,1,21,13,0,0,47.51
011003,0010,0,10/24/2011,1104,1,1,27,13,11,0,2.95
011035,0010,0,6/17/2010,1598,1,2,27,44,34,265,106.48
011137,0010,0,8/22/2011,1167,1,1,20,22,2,5,50.17
011195,0010,0,4/28/2011,1283,1,2,26,26,2,10,127.75
011244,0010,0,1/16/2011,1385,1,1,24,22,1,0,61.90
011430,0010,0,6/3/2011,1247,1,4,52,12,2,0,57.65
011506,0010,0,6/23/2010,1592,1,4,59,0,20,0,0.00
011588,0010,1,2/12/2013,627,1,1,20,2,0,0,2.39
011608,0010,1,5/22/2010,1624,1,3,23,19,0,0,21.98
011731,0010,0,8/20/2010,1534,1,4,32,32,7,35,16.51
011741,0010,0,2/23/2012,982,1,1,29,10,1,0,22.48
011783,0010,0,10/26/2011,1102,1,1,20,62,2,8,41.09
012838,0010,0,3/11/2011,1331,1,1,22,17,2,0,50.71
012853,0010,0,3/22/2011,1320,1,2,31,23,0,5,35.98
012976,0010,0,8/11/2009,1908,1,1,22,30,0,20,0.00
013115,0010,0,3/5/2013,606,1,1,29,15,0,12,59.92
013376,0010,0,1/21/2011,1380,1,2,25,8,0,8,12.39
013523,0010,0,6/6/2010,1609,1,1,21,8,0,0,2.69
013557,0010,0,4/3/2011,1308,1,1,23,2,0,0,2.39
013595,0010,0,1/13/2011,1388,1,1,22,9,0,10,0.38
013696,0010,0,3/19/2011,1323,1,2,22,21,0,0,2.86
013975,0010,1,9/1/2012,791,1,1,19,10,0,6,5.59
014155,0010,1,3/3/2011,1339,1,2,29,22,0,0,9.63
014163,0010,0,12/7/2010,1425,1,2,22,22,0,0,0.94
014171,0010,0,8/26/2010,1528,1,1,27,27,2,36,35.48
014241,0010,0,5/19/2011,1262,1,1,55,30,1,22,40.38
014508,0010,0,9/13/2011,1145,1,1,23,33,0,0,73.31
014516,0010,0,7/11/2010,1574,1,2,24,94,20,10,141.96
014680,0010,0,11/21/2010,1441,1,1,25,147,0,35,100.46
014805,0010,0,1/22/2013,648,1,2,19,29,1,8,72.97
015026,0010,0,2/18/2013,621,1,1,21,7,0,0,2.39
015525,0010,0,11/27/2010,1435,1,2,21,16,1,0,202.99
015751,0010,1,10/3/2011,1125,1,1,25,25,0,0,14.37
015797,0010,0,3/14/2011,1328,1,2,25,20,3,5,97.60
016010,0010,0,9/20/2011,1138,1,4,38,30,13,0,123.62
016084,0010,0,4/27/2010,1649,1,3,24,0,1,0,6.99
016215,0010,0,12/20/2010,1412,1,1,22,60,1,6,204.75
016518,0010,0,2/10/2011,1360,1,1,26,24,7,52,5.26
016587,0010,0,9/30/2010,1493,1,2,24,126,9,49,408.57
016665,0010,0,5/9/2011,1272,1,1,24,92,0,69,94.56
016757,0010,0,5/8/2010,1638,1,1,52,57,5,110,172.74
016807,0010,0,8/21/2010,1533,1,3,24,156,3,221,481.56
017277,0010,0,8/19/2012,804,1,4,29,13,25,25,443.39
017282,0010,0,3/15/2012,961,1,1,20,11,0,30,33.97
017313,0010,0,7/31/2010,1554,1,4,37,0,4,0,0.79
017442,0010,0,9/22/2010,1501,1,1,21,50,3,25,0.99
017514,0010,0,2/4/2011,1366,1,1,23,37,0,0,0.96
017868,0010,0,9/13/2010,1510,1,3,39,213,0,36,352.44
017982,0010,0,2/2/2012,1003,1,1,20,7,0,5,50.38
018006,0010,0,1/14/2011,1387,1,2,24,34,4,20,183.56
018282,0010,0,2/15/2012,990,1,2,24,10,1,10,13.77
018443,0010,0,3/28/2011,1314,1,1,26,30,0,7,65.71
018799,0010,0,12/12/2011,1055,1,1,53,3,0,0,26.93
018972,0010,1,4/3/2010,1673,1,2,26,234,0,32,14.53
019005,0010,0,8/28/2011,1161,1,2,17,59,5,37,171.41
019164,0010,0,6/28/2011,1222,1,1,45,13,4,17,17.53
019508,0010,0,1/20/2009,2111,1,1,27,56,12,110,71.78
020021,0010,1,5/8/2012,907,1,4,27,64,35,0,82.44
020089,0010,0,8/15/2011,1174,1,2,28,70,0,5,208.27
020243,0010,0,9/26/2011,1132,1,2,23,41,1,0,72.88
020451,0010,0,1/12/2011,1389,1,1,22,39,0,0,22.98
020661,0010,0,2/7/2012,998,1,2,30,21,2,0,44.48
020807,0010,0,3/28/2011,1314,1,2,22,13,1,0,3.43
020901,0010,0,12/8/2011,1059,1,1,44,3,0,0,4.79
021078,0010,0,4/3/2010,1673,1,1,22,18,5,0,117.00
021457,0010,0,4/28/2010,1648,1,2,40,53,1,58,379.18
021614,0010,1,3/29/2012,947,1,1,21,21,0,0,16.92
021862,0010,1,9/30/2012,762,1,1,21,31,0,0,5.48
022054,0010,0,2/26/2012,979,1,3,28,30,0,20,47.99
022100,0010,0,3/4/2013,607,1,1,46,4,0,0,83.20
022173,0010,0,4/1/2011,1310,1,2,20,10,0,5,10.95
022200,0010,1,8/17/2011,1172,1,2,22,40,0,1,37.06
022222,0010,0,3/22/2011,1320,1,1,38,27,1,28,81.96
022465,0010,0,4/7/2010,1669,1,2,44,48,2,0,75.46
022636,0010,0,4/10/2010,1666,1,1,52,11,9,5,28.33
022664,0010,0,4/26/2010,1650,1,2,27,90,25,162,237.80
022768,0010,0,7/22/2012,832,1,2,31,41,0,8,148.19
022850,0010,0,4/5/2010,1671,1,1,20,52,9,50,153.96
023091,0010,1,4/17/2011,1294,1,2,20,25,0,0,86.01
023134,0010,0,9/5/2010,1518,1,2,21,33,2,0,24.95
023188,0010,0,10/31/2012,731,1,1,20,8,1,0,44.37
023437,0010,0,7/19/2010,1566,1,1,22,15,8,0,0.88
023741,0010,0,5/22/2012,893,1,1,20,26,2,2,23.99
023766,0010,0,3/24/2007,2779,1,2,20,29,0,37,6.34
023850,0010,0,9/24/2010,1499,1,3,46,103,0,52,27.91
024519,0010,0,10/15/2011,1113,1,4,44,18,8,20,76.31
024895,0010,0,4/1/2010,1675,1,2,38,22,0,48,35.33
024951,0010,1,3/24/2009,2048,1,1,22,27,0,52,22.96
025008,0010,0,8/31/2011,1158,1,2,22,7,1,0,2.39
025240,0010,1,5/4/2011,1277,1,2,24,18,0,0,63.44
025336,0010,0,1/23/2011,1378,1,4,27,20,8,0,294.27
025402,0010,0,5/11/2010,1635,1,2,39,11,4,42,6.99
025463,0010,0,5/5/2006,3102,1,1,40,2,0,0,6.46
025860,0010,0,3/1/2011,1341,1,1,39,82,0,61,126.62
025947,0010,0,7/15/2010,1570,1,1,41,21,0,22,58.37
026273,0010,0,3/11/2012,965,1,4,27,11,0,0,14.49
026379,0010,0,8/17/2012,806,1,1,21,46,0,10,183.92
026562,0010,0,11/6/2011,1091,1,4,29,47,1,5,172.11
026677,0010,0,3/4/2012,972,1,1,26,42,8,50,213.35
026928,0010,0,3/29/2012,947,1,1,51,46,0,25,98.92
026939,0010,0,3/21/2012,955,1,4,36,19,29,0,250.53
027020,0010,0,7/29/2011,1191,1,1,28,41,3,48,47.30
027034,0010,0,1/12/2012,1024,1,1,20,18,1,18,20.87
027058,0010,0,2/27/2012,978,1,1,21,53,0,18,189.04
027317,0010,0,7/24/2011,1196,1,2,17,37,0,85,30.34
027363,0010,0,2/11/2009,2089,1,2,20,52,1,0,2.39
027472,0010,0,11/2/2011,1095,1,1,21,18,0,2,2.39
027503,0010,0,3/2/2009,2070,1,1,21,47,2,45,86.48
027509,0010,0,4/8/2010,1668,1,2,52,45,0,158,11.15
027841,0010,0,4/18/2011,1293,1,4,37,68,41,45,184.37
028051,0010,0,3/5/2013,606,1,1,19,10,0,5,41.98
028086,0010,0,7/6/2010,1579,1,1,24,45,4,8,137.07
028647,0010,1,4/15/2011,1296,1,1,23,6,0,0,0.00
028757,0010,0,8/20/2012,803,1,1,20,43,2,12,3.49
028791,0010,0,2/27/2012,978,1,2,20,20,0,0,163.54
028991,0010,1,6/20/2012,864,1,1,41,10,0,0,5.38
029593,0010,0,2/16/2012,989,1,1,22,31,0,5,14.66
029785,0010,0,10/18/2010,1475,1,2,43,12,2,5,40.31
029829,0010,0,2/9/2013,630,1,2,44,35,5,52,180.64
030022,0010,0,8/29/2011,1160,1,1,52,8,0,0,114.46
030130,0010,0,2/19/2011,1351,1,2,35,22,0,0,0.49
030167,0010,1,7/12/2011,1208,1,1,23,7,0,2,0.00
030299,0010,0,2/15/2011,1355,1,2,55,8,0,8,8.15
030305,0010,0,5/15/2010,1631,1,2,26,14,0,15,49.77
030536,0010,0,2/5/2013,634,1,1,20,3,3,0,12.87
030651,0010,1,2/21/2012,984,1,2,50,33,0,22,12.70
031135,0010,0,1/15/2011,1386,1,1,44,51,0,15,53.99
031293,0010,0,8/19/2012,804,1,2,23,13,6,8,48.63
031335,0010,1,4/9/2011,1302,1,1,17,44,0,20,0.00
031346,0010,1,1/26/2011,1375,1,4,34,0,3,5,0.00
031492,0010,0,10/2/2011,1126,1,2,28,29,3,5,126.50
031558,0010,0,2/28/2011,1342,1,1,28,67,1,98,420.19
031806,0010,0,4/10/2010,1666,1,4,48,11,4,35,99.44
031843,0010,0,3/4/2010,1703,1,3,29,99,3,92,233.06
031872,0010,0,3/12/2011,1330,1,2,40,14,0,5,24.37
031875,0010,0,1/29/2011,1372,1,1,23,11,0,8,6.37
032164,0010,0,5/6/2012,909,1,4,15,0,5,0,43.18
032257,0010,0,5/3/2010,1643,1,4,37,136,9,108,418.44
032410,0010,0,9/5/2008,2248,1,1,23,27,0,55,53.53
032432,0010,0,3/28/2011,1314,1,1,23,5,1,0,4.79
032483,0010,0,3/2/2011,1340,1,2,49,10,0,0,44.38
032522,0010,0,5/12/2010,1634,1,4,24,3,1,0,55.45
032564,0010,0,12/27/2010,1405,1,3,44,70,2,35,270.64
032906,0010,0,1/28/2011,1373,1,4,45,16,0,0,169.26
032920,0010,0,1/16/2012,1020,1,3,20,31,4,0,350.42
033141,0010,0,1/28/2012,1008,1,1,40,25,0,65,290.00
033327,0010,0,2/9/2011,1361,1,1,23,18,0,0,37.38
033397,0010,1,9/14/2012,778,1,4,30,0,9,0,0.00
033490,0010,0,4/14/2009,2027,1,4,22,0,3,0,29.99
033762,0010,0,4/16/2013,564,1,1,21,9,0,0,26.38
033849,0010,0,3/7/2011,1335,1,1,29,6,1,0,5.92
033899,0010,0,5/9/2011,1272,1,3,19,234,5,45,124.55
034092,0010,0,9/6/2011,1152,1,2,23,32,0,5,30.38
034405,0010,0,4/25/2011,1286,1,4,47,17,40,0,69.55
034513,0010,0,1/10/2012,1026,1,1,22,8,0,0,9.18
034517,0010,0,2/29/2012,976,1,2,30,11,0,2,150.97
034551,0010,0,2/9/2013,630,1,2,23,8,0,0,41.97
034618,0010,0,6/13/2011,1237,1,1,23,35,4,15,165.34
034635,0010,0,4/9/2010,1667,1,2,23,100,0,0,76.02
034680,0010,1,4/8/2011,1303,1,2,23,41,3,8,11.23
034683,0010,0,9/14/2010,1509,1,1,22,33,2,5,34.41
034716,0010,0,3/16/2011,1326,1,1,22,98,0,55,91.14
034746,0010,0,7/27/2012,827,1,1,20,27,0,20,117.41
035355,0010,0,2/18/2013,621,1,1,20,3,0,0,1.43
035470,0010,0,11/15/2010,1447,1,1,24,207,11,279,525.25
035624,0010,0,4/2/2010,1674,1,1,18,40,0,3,42.28
035629,0010,1,1/23/2011,1378,1,2,20,29,0,5,45.86
036063,0010,0,6/13/2011,1237,1,4,42,4,3,0,94.46
036130,0010,0,7/30/2010,1555,1,1,23,18,0,9,12.66
036350,0010,0,3/12/2011,1330,1,4,39,10,3,10,140.68
036550,0010,0,4/5/2010,1671,1,1,24,17,0,0,19.20
036688,0010,0,4/3/2012,942,1,2,22,10,0,0,76.96
036724,0010,0,11/8/2011,1089,1,1,22,51,1,22,41.07
037417,0010,1,1/31/2012,1005,1,1,22,5,0,0,2.94
037745,0010,1,12/20/2012,681,1,1,22,13,0,28,17.81
038048,0010,0,5/19/2010,1627,1,1,40,23,1,42,89.03
038067,0010,0,1/22/2011,1379,1,1,21,36,1,0,15.99
038077,0010,0,9/9/2011,1149,1,2,20,30,0,0,17.26
038379,0010,0,3/14/2011,1328,1,1,55,6,0,10,3.86
038412,0010,0,4/18/2012,927,1,3,26,17,0,0,97.48
038469,0010,0,4/8/2010,1668,1,1,18,11,0,0,5.24
038763,0010,0,11/21/2010,1441,1,1,31,23,2,22,42.47
038816,0010,1,2/14/2011,1356,1,1,53,46,0,8,48.54
038996,0010,0,4/15/2010,1661,1,2,21,70,0,25,182.91
039112,0010,1,10/30/2012,732,1,2,59,28,0,8,4.79
039146,0010,0,2/22/2012,983,1,1,19,40,1,0,31.77
039270,0010,0,11/5/2011,1092,1,2,22,35,0,20,51.15
039487,0010,0,8/6/2012,817,1,1,18,17,1,0,5.34
039535,0010,0,1/17/2012,1019,1,2,25,46,3,30,179.92
039719,0010,0,5/17/2012,898,1,4,59,0,19,0,111.96
039743,0010,0,3/27/2013,584,1,1,22,8,1,0,59.37
039799,0010,0,5/4/2010,1642,1,1,37,11,0,10,30.01
039810,0010,0,5/5/2011,1276,1,1,41,78,0,91,117.45
039816,0010,1,2/6/2011,1364,1,1,56,38,0,48,0.44
039906,0010,0,5/10/2010,1636,1,2,38,34,0,5,16.99
040145,0010,0,7/7/2010,1578,1,3,22,31,2,22,204.74
040200,0010,0,5/2/2012,913,1,1,21,32,3,0,131.86
040330,0010,0,7/24/2012,830,1,1,46,27,27,43,59.61
040382,0010,1,6/24/2012,860,1,2,22,49,0,0,156.71
040412,0010,0,8/24/2010,1530,1,1,23,21,0,0,17.88
040698,0010,0,8/7/2011,1182,1,2,20,146,0,60,163.62
040743,0010,1,3/4/2011,1338,1,2,38,31,0,40,56.81
040763,0010,0,5/22/2012,893,1,2,23,66,0,0,35.42
040921,0010,0,3/8/2011,1334,1,1,22,1,0,0,0.00
040968,0010,0,10/4/2012,758,1,2,22,15,0,6,5.38
041082,0010,0,9/13/2012,779,1,1,19,27,2,30,11.97
041177,0010,0,10/2/2012,760,1,1,21,64,2,1,5.34
041235,0010,0,3/1/2013,610,1,2,19,4,1,0,12.57
041303,0010,0,1/27/2013,643,1,2,22,32,2,8,90.99
041507,0010,0,6/8/2010,1607,1,2,32,68,0,9,74.82
041611,0010,0,8/20/2010,1534,1,2,46,64,0,0,66.94
041619,0010,0,9/30/2011,1128,1,1,33,32,2,18,34.45
041679,0010,0,3/6/2011,1336,1,1,19,17,1,5,106.94
041681,0010,0,3/5/2012,971,1,1,15,7,1,0,50.93
041864,0010,0,2/15/2011,1355,1,4,40,12,0,0,2.24
041908,0010,0,6/6/2010,1609,1,3,27,25,1,1,51.06
042059,0010,0,4/17/2010,1659,1,4,31,43,2,30,202.28
042254,0010,0,4/29/2012,916,1,4,51,4,0,0,90.71
042328,0010,0,8/18/2010,1536,1,2,31,40,0,5,269.41
042425,0010,0,2/7/2012,998,1,1,27,12,0,5,29.99
042495,0010,0,4/25/2010,1651,1,2,20,19,4,10,84.53
042533,0010,0,12/6/2012,695,1,1,46,33,0,0,7.18
042676,0010,0,4/21/2010,1655,1,1,23,16,0,0,6.38
042759,0010,1,7/12/2011,1208,1,1,23,5,1,0,22.07
042891,0010,0,3/3/2012,973,1,2,21,16,4,10,159.26
043131,0010,0,4/1/2011,1310,1,2,23,15,0,0,17.40
043253,0010,0,8/26/2010,1528,1,2,24,20,1,0,13.77
043330,0010,0,4/7/2010,1669,1,3,39,48,2,1,121.38
043694,0010,0,4/3/2013,577,1,1,43,42,0,28,5.59
043787,0010,0,4/9/2010,1667,1,2,35,125,11,220,265.13
043795,0010,0,3/29/2012,947,1,1,24,8,0,0,42.38
043993,0010,1,5/3/2010,1643,1,2,43,46,2,0,8.99
044068,0010,0,2/8/2011,1362,1,1,23,14,0,0,54.86
044343,0010,0,2/18/2011,1352,1,2,22,172,1,12,609.74
044401,0010,1,4/27/2010,1649,1,2,19,2,0,0,38.39
044424,0010,1,2/12/2013,627,1,1,35,23,1,48,11.08
044451,0010,1,5/1/2011,1280,1,1,23,12,0,5,3.37
044513,0010,0,4/2/2010,1674,1,4,38,78,83,162,257.72
044898,0010,0,9/13/2011,1145,1,1,24,11,0,0,2.39
044971,0010,0,11/13/2008,2179,1,2,22,179,0,39,316.38
045047,0010,0,10/25/2011,1103,1,1,25,39,0,0,32.82
045060,0010,0,2/7/2012,998,1,1,20,15,2,0,37.66
045213,0010,0,11/25/2011,1072,1,4,32,6,0,0,94.84
045274,0010,1,9/24/2010,1499,1,2,25,1,0,0,2.39
045288,0010,0,5/14/2010,1632,1,4,29,172,127,149,1138.39
045608,0010,0,3/15/2009,2057,1,2,23,24,0,0,75.25
045994,0010,0,4/29/2011,1282,1,3,20,57,13,5,287.59
046033,0010,0,4/3/2012,942,1,2,21,16,0,0,7.18
046107,0010,0,7/11/2010,1574,1,2,39,154,0,0,83.80
046127,0010,0,4/10/2013,570,1,1,32,9,0,12,30.38
046190,0010,0,10/26/2010,1467,1,3,22,10,1,8,24.54
046632,0010,0,1/27/2012,1009,1,2,22,18,1,0,83.86
047035,0010,0,4/1/2010,1675,1,3,22,28,10,32,160.65
047094,0010,0,10/31/2011,1097,1,1,31,2,0,0,0.00
047132,0010,0,3/5/2013,606,1,1,20,16,0,20,12.53
047218,0010,0,1/12/2012,1024,1,1,24,29,5,102,25.79
047281,0010,1,3/2/2012,974,1,1,45,29,0,25,11.93
047471,0010,1,1/12/2011,1389,1,1,23,2,2,0,6.99
047489,0010,1,3/27/2013,584,1,1,22,10,0,0,7.24
047678,0010,0,2/29/2012,976,1,2,35,7,1,0,60.77
047702,0010,0,9/16/2011,1142,1,1,24,4,1,0,55.56
047923,0010,0,1/24/2011,1377,1,2,24,34,0,0,2.17
048462,0010,0,4/8/2010,1668,1,2,36,10,3,12,19.48
048780,0010,0,4/14/2010,1662,1,3,23,25,0,35,121.36
048843,0010,1,1/25/2013,645,1,1,21,25,0,2,10.78
048919,0010,0,1/3/2012,1033,1,1,62,57,0,0,13.83
048966,0010,1,3/14/2013,597,1,1,44,11,0,8,2.39
049271,0010,0,10/27/2010,1466,1,2,25,19,0,5,0.00
049346,0010,0,7/26/2011,1194,1,4,49,0,7,0,39.99
049430,0010,0,9/3/2010,1520,1,1,26,30,0,5,5.99
049565,0010,0,11/28/2012,703,1,2,23,6,0,0,5.99
049630,0010,1,2/11/2012,994,1,1,21,2,0,0,7.18
049699,0010,0,2/14/2012,991,1,1,20,75,2,10,54.28
050405,0010,0,8/19/2010,1535,1,1,25,46,4,0,52.57
050556,0010,0,4/4/2013,576,1,2,53,18,0,0,2.39
050715,0010,0,2/7/2012,998,1,2,20,76,3,0,82.30
050919,0010,1,6/16/2010,1599,1,1,23,32,2,18,23.43
051197,0010,0,4/9/2011,1302,1,4,30,0,6,0,125.47
051261,0010,0,8/3/2009,1916,1,4,40,14,29,100,301.69
051379,0010,0,5/15/2011,1266,1,2,38,93,9,160,379.53
051413,0010,1,3/18/2011,1324,1,1,23,4,0,0,0.38
051512,0010,0,4/2/2012,943,1,1,35,10,0,0,5.53
051633,0010,0,4/28/2011,1283,1,1,20,34,3,0,23.26
051963,0010,0,3/19/2011,1323,1,4,27,91,121,58,175.53
052041,0010,0,5/2/2012,913,1,1,24,28,0,8,38.77
052167,0010,0,9/13/2010,1510,1,2,50,122,0,52,210.69
052269,0010,0,2/12/2011,1358,1,1,21,73,2,0,123.03
052384,0010,0,3/3/2010,1704,1,1,51,157,0,28,74.98
052414,0010,0,1/11/2011,1390,1,2,24,12,3,40,51.57
052425,0010,0,4/11/2012,934,1,2,20,17,3,0,82.73
052583,0010,0,11/2/2012,729,1,2,20,9,0,0,34.78
052666,0010,0,9/15/2010,1508,1,1,23,30,2,32,92.52
052714,0010,0,3/12/2011,1330,1,2,19,41,3,28,5.99
052768,0010,0,12/2/2010,1430,1,1,21,13,2,0,5.49
052979,0010,0,5/13/2010,1633,1,4,41,47,27,0,185.46
053000,0010,0,9/14/2010,1509,1,4,24,89,0,15,51.49
053068,0010,0,5/16/2011,1265,1,1,38,33,3,35,84.73
053845,0010,1,11/28/2011,1069,1,2,22,12,0,0,3.20
054013,0010,0,4/9/2010,1667,1,2,31,6,2,50,84.45
054368,0010,0,2/23/2011,1347,1,4,49,5,5,25,25.45
054435,0010,1,7/28/2011,1192,1,1,22,28,0,1,5.04
054544,0010,0,2/7/2012,998,1,1,22,15,0,0,113.34
054553,0010,0,8/20/2011,1169,1,2,21,39,0,0,33.58
054620,0010,0,12/14/2009,1783,1,2,21,14,7,10,75.88
054830,0010,0,9/21/2010,1502,1,4,63,0,3,0,39.99
054933,0010,1,2/8/2011,1362,1,1,21,13,1,15,11.17
055252,0010,0,3/10/2012,966,1,1,22,29,0,28,39.73
055372,0010,0,1/31/2012,1005,1,2,23,28,1,0,13.59
055546,0010,1,12/24/2011,1043,1,3,49,5,0,0,12.78
055658,0010,0,1/14/2012,1022,1,1,23,14,1,15,120.22
055695,0010,0,10/4/2011,1124,1,1,24,17,3,10,73.22
055800,0010,1,7/28/2011,1192,1,4,33,6,10,10,80.23
055935,0010,0,7/15/2010,1570,1,2,23,37,3,58,256.47
055937,0010,0,3/10/2008,2427,1,1,21,16,0,2,39.78
056298,0010,0,2/10/2011,1360,1,1,24,144,3,62,59.95
056319,0010,0,10/25/2012,737,1,1,21,3,1,0,13.58
056323,0010,0,2/7/2011,1363,1,1,24,23,2,0,6.00
056344,0010,0,9/7/2010,1516,1,2,21,163,18,200,118.28
056386,0010,0,6/3/2011,1247,1,4,53,0,5,20,6.99
056531,0010,1,3/11/2012,965,1,1,35,39,0,85,73.90
056613,0010,0,3/13/2012,963,1,2,55,33,0,42,71.36
056630,0010,0,2/20/2011,1350,1,4,33,53,41,82,260.78
056634,0010,0,1/1/2011,1400,1,2,26,51,6,48,43.76
056749,0010,0,8/25/2012,798,1,1,22,0,74,115,61.65
056756,0010,0,3/8/2013,603,1,1,17,13,1,5,51.98
056991,0010,0,5/1/2010,1645,1,1,22,105,5,14,6.14
057001,0010,0,2/13/2012,992,1,1,22,14,0,5,54.78
057032,0010,0,3/21/2011,1321,1,1,23,44,0,0,13.00
057095,0010,0,10/27/2011,1101,1,1,19,4,5,28,62.51
057450,0010,1,10/3/2012,759,1,2,42,34,0,22,0.44
057540,0010,0,4/16/2010,1660,1,4,48,1,0,0,72.48
057928,0010,0,2/22/2013,617,1,3,20,18,0,0,147.01
058019,0010,0,4/7/2010,1669,1,2,26,240,24,118,157.09
058163,0010,0,2/9/2012,996,1,2,22,13,0,0,43.54
058252,0010,0,4/5/2010,1671,1,4,43,59,0,0,72.34
058527,0010,0,12/23/2009,1774,1,1,20,76,2,5,81.92
058654,0010,0,1/15/2011,1386,1,1,22,29,1,0,61.00
058794,0010,0,6/8/2010,1607,1,4,49,29,28,0,181.41
058900,0010,0,3/22/2012,954,1,2,39,26,0,0,139.75
059543,0010,0,8/21/2010,1533,1,4,22,0,4,0,0.00
059955,0010,0,3/15/2012,961,1,1,18,15,0,6,11.99
060217,0010,0,3/2/2012,974,1,4,43,12,1,0,110.70
060410,0010,0,4/24/2010,1652,1,1,21,20,1,55,148.06
060754,0010,0,9/6/2011,1152,1,2,22,20,3,10,79.97
060773,0010,0,9/12/2012,780,1,1,22,14,1,0,4.78
060841,0010,0,1/20/2011,1381,1,1,23,36,5,35,16.41
061106,0010,0,1/17/2012,1019,1,1,21,16,1,5,29.52
061188,0010,0,4/8/2010,1668,1,2,20,137,0,28,75.29
061244,0010,0,9/11/2012,781,1,1,19,11,1,0,11.52
061360,0010,0,2/6/2011,1364,1,1,18,41,3,10,84.83
061419,0010,0,8/20/2011,1169,1,2,22,48,1,12,124.51
061643,0010,0,9/11/2012,781,1,1,19,2,0,0,29.88
061839,0010,0,10/4/2012,758,1,1,20,8,0,1,0.55
062191,0010,0,4/9/2010,1667,1,4,48,39,43,8,362.55
062327,0010,0,5/5/2010,1641,1,2,26,9,0,0,81.95
062431,0010,1,9/12/2010,1511,1,4,42,36,1,0,1.00
062525,0010,0,3/21/2013,590,1,4,63,9,0,0,64.47
062606,0010,0,2/27/2012,978,1,1,27,7,0,28,50.83
062907,0010,0,2/28/2012,977,1,2,34,23,0,5,46.33
